HAUL_ID,EST_NUM_PERM3,log10_EST_NUM_PERM3,BOTTOM_DEPTH,CRUISE,DAY,GEAR_NAME,GMT_DATE_TIME_TXT,HAUL_PERFORMANCE,LAT,LON,MAX_GEAR_DEPTH,MESH,MONTH,STATION_NAME,VOLUME_FILTERED,YEAR,TAXA
DY18-05 8 2 20BON 1,1378.6356,3.139764392,72,DY18-05,2,20BON,5/2/2018 8:33,GOOD,56.909,-164.8277,61,153,5,8,13.88039,2018,Pseudocalanus spp.
DY18-06 101 1 20BON 1,4968.3156,3.69629658,65,DY18-06,24,20BON,5/24/2018 0:38,GOOD,57.8238,-166.3228,55,153,5,101,11.38736,2018,Pseudocalanus spp.
DY18-06 102 1 20BON 1,4846.9696,3.685559888,68,DY18-06,24,20BON,5/24/2018 2:38,GOOD,57.4843,-166.4793,58,153,5,102,11.87388,2018,Pseudocalanus spp.
DY18-06 103 1 20BON 1,3336.7719,3.523456654,73,DY18-06,24,20BON,5/24/2018 4:36,GOOD,57.1487,-166.6448,62,153,5,103,12.5055,2018,Pseudocalanus spp.
DY18-06 104 2 20BON 1,2918.0371,3.465239615,81,DY18-06,24,20BON,5/24/2018 6:41,GOOD,56.8057,-166.7947,69,153,5,104,14.43162,2018,Pseudocalanus spp.
DY18-06 110 2 20BON 1,1478.7207,3.170179749,108,DY18-06,24,20BON,5/24/2018 20:07,GOOD,56.5667,-167.5568,97,153,5,110,17.91819,2018,Pseudocalanus spp.
DY18-06 111 1 20BON 1,5196.7998,3.715819548,79,DY18-06,24,20BON,5/24/2018 22:03,GOOD,56.9062,-167.395,69,153,5,111,12.70936,2018,Pseudocalanus spp.
DY18-06 112 1 20BON 1,1713.4361,3.234121303,73,DY18-06,24,20BON,5/24/2018 23:52,GOOD,57.247,-167.2365,62,153,5,112,12.35101,2018,Pseudocalanus spp.
DY18-06 113 1 20BON 1,2249.8093,3.352338701,70,DY18-06,25,20BON,5/25/2018 1:41,GOOD,57.5858,-167.0805,60,153,5,113,11.49253,2018,Pseudocalanus spp.
DY18-06 114 1 20BON 1,7002.794,3.845333364,65,DY18-06,25,20BON,5/25/2018 3:32,GOOD,57.9245,-166.9273,55,153,5,114,10.98825,2018,Pseudocalanus spp.
DY18-06 119 1 20BON 1,8320.951,3.920225154,66,DY18-06,25,20BON,5/25/2018 13:09,GOOD,58.0245,-167.526,53,153,5,119,11.41408,2018,Pseudocalanus spp.
DY18-06 120 2 20BON 1,2517.8425,3.401201012,69,DY18-06,25,20BON,5/25/2018 15:49,GOOD,57.6857,-167.6855,59,153,5,120,11.33669,2018,Pseudocalanus spp.
DY18-06 121 1 20BON 1,2075.4182,3.317314827,73,DY18-06,25,20BON,5/25/2018 17:43,GOOD,57.3425,-167.8407,58,153,5,121,11.2864,2018,Pseudocalanus spp.
DY18-06 122 2 20BON 1,2172.1952,3.337098737,78,DY18-06,25,20BON,5/25/2018 19:59,GOOD,57.0067,-167.9932,69,153,5,122,13.72989,2018,Pseudocalanus spp.
DY18-06 128 1 20BON 1,4445.4935,3.648017662,100,DY18-06,26,20BON,5/26/2018 10:22,GOOD,56.7687,-168.7373,90,153,5,128,20.12002,2018,Pseudocalanus spp.
DY18-06 129 1 20BON 1,5252.6386,3.720460194,77,DY18-06,26,20BON,5/26/2018 12:43,GOOD,57.1092,-168.5795,64,153,5,129,17.0205,2018,Pseudocalanus spp.
DY18-06 130 1 20BON 1,2283.893,3.358865867,72,DY18-06,26,20BON,5/26/2018 14:58,GOOD,57.4457,-168.4292,63,153,5,130,13.84303,2018,Pseudocalanus spp.
DY18-06 131 1 20BON 1,1794.1269,3.254095155,70,DY18-06,26,20BON,5/26/2018 17:20,GOOD,57.7848,-168.2797,59,153,5,131,13.36509,2018,Pseudocalanus spp.
DY18-06 132 1 20BON 1,3647.2783,3.56208796,67,DY18-06,26,20BON,5/26/2018 19:35,GOOD,58.1242,-168.1328,55,153,5,132,10.91444,2018,Pseudocalanus spp.
DY18-06 139 1 20BON 1,6137.3313,3.788050325,68,DY18-06,27,20BON,5/27/2018 9:37,GOOD,58.2238,-168.7377,59,153,5,139,12.68043,2018,Pseudocalanus spp.
DY18-06 140 1 20BON 1,5356.3883,3.728953125,71,DY18-06,27,20BON,5/27/2018 11:31,GOOD,57.885,-168.8797,59,153,5,140,12.37849,2018,Pseudocalanus spp.
DY18-06 141 1 20BON 1,2653.1929,3.423932483,70,DY18-06,27,20BON,5/27/2018 13:28,GOOD,57.5483,-169.0227,61,153,5,141,13.21879,2018,Pseudocalanus spp.
DY18-06 142 2 20BON 1,2914.8792,3.464769528,77,DY18-06,27,20BON,5/27/2018 15:52,GOOD,57.206,-169.1802,66,153,5,142,13.00201,2018,Pseudocalanus spp.
DY18-06 143 1 20BON 1,3339.6078,3.523825491,78,DY18-06,27,20BON,5/27/2018 17:53,GOOD,56.866,-169.3262,65,153,5,143,12.49488,2018,Pseudocalanus spp.
DY18-06 150 1 20BON 1,4476.5089,3.651036458,71,DY18-06,28,20BON,5/28/2018 10:19,GOOD,57.6477,-169.6183,62,153,5,150,12.63842,2018,Pseudocalanus spp.
DY18-06 151 1 20BON 1,4140.7493,3.617183808,70,DY18-06,28,20BON,5/28/2018 12:16,GOOD,57.987,-169.4733,57,153,5,151,14.65242,2018,Pseudocalanus spp.
DY18-06 152 2 20BON 1,8682.6268,3.93870115,69,DY18-06,28,20BON,5/28/2018 14:53,GOOD,58.3252,-169.331,59,153,5,152,13.58762,2018,Pseudocalanus spp.
DY18-06 153 1 20BON 1,5666.1401,3.753363949,64,DY18-06,28,20BON,5/28/2018 16:52,GOOD,58.6652,-169.1858,52,153,5,153,14.18673,2018,Pseudocalanus spp.
DY18-06 154 1 20BON 1,6099.0917,3.785336364,53,DY18-06,28,20BON,5/28/2018 18:54,GOOD,59.0038,-169.0468,42,153,5,154,11.87849,2018,Pseudocalanus spp.
DY18-06 155 1 20BON 1,3624.5395,3.559372641,67,DY18-06,28,20BON,5/28/2018 21:28,GOOD,58.7635,-169.7885,55,153,5,155,16.6686,2018,Pseudocalanus spp.
DY18-06 156 1 20BON 1,4345.1916,3.638108868,71,DY18-06,29,20BON,5/29/2018 0:06,GOOD,58.4295,-169.9238,59,153,5,156,12.60796,2018,Pseudocalanus spp.
DY18-06 157 1 20BON 1,4289.0951,3.632466919,72,DY18-06,29,20BON,5/29/2018 3:01,GOOD,58.0875,-170.0655,60,153,5,157,13.36972,2018,Pseudocalanus spp.
DY18-06 158 1 20BON 1,4663.0236,3.668760739,74,DY18-06,29,20BON,5/29/2018 5:23,GOOD,57.7528,-170.2077,63,153,5,158,12.9564,2018,Pseudocalanus spp.
DY18-06 164 1 20BON 1,3611.4668,3.557803864,86,DY18-06,29,20BON,5/29/2018 18:16,GOOD,57.5088,-170.943,68,153,5,164,16.23274,2018,Pseudocalanus spp.
DY18-06 165 1 20BON 1,4069.0662,3.609601473,72,DY18-06,29,20BON,5/29/2018 21:38,GOOD,57.847,-170.8065,72,153,5,165,13.7781,2018,Pseudocalanus spp.
DY18-06 166 1 20BON 1,5780.1854,3.762016897,79,DY18-06,29,20BON,5/29/2018 23:52,GOOD,58.1875,-170.6632,70,153,5,166,14.51056,2018,Pseudocalanus spp.
DY18-06 167 1 20BON 1,5181.8754,3.714570768,76,DY18-06,30,20BON,5/30/2018 1:51,GOOD,58.5267,-170.5193,66,153,5,167,13.3388,2018,Pseudocalanus spp.
DY18-06 168 1 20BON 1,2869.297,3.457926837,90,DY18-06,30,20BON,5/30/2018 5:04,GOOD,58.2867,-171.2498,80,153,5,168,23.19732,2018,Pseudocalanus spp.
DY18-06 169 1 20BON 1,2270.1549,3.356246755,97,DY18-06,30,20BON,5/30/2018 7:57,GOOD,57.9463,-171.3913,84,153,5,169,19.05773,2018,Pseudocalanus spp.
DY18-06 170 1 20BON 1,3178.7379,3.502391323,100,DY18-06,30,20BON,5/30/2018 10:45,GOOD,57.6103,-171.5327,89,153,5,170,23.64753,2018,Pseudocalanus spp.
DY18-06 173 1 20BON 1,3355.8771,3.525935441,102,DY18-06,30,20BON,5/30/2018 20:02,GOOD,58.0487,-171.9775,93,153,5,173,17.77419,2018,Pseudocalanus spp.
DY18-06 22 1 20BON 1,3012.0568,3.479007319,60,DY18-06,16,20BON,5/16/2018 13:09,GOOD,57.1557,-160.065,51,153,5,22,6.28939,2018,Pseudocalanus spp.
DY18-06 23 1 20BON 1,2333.5163,3.368196911,59,DY18-06,16,20BON,5/16/2018 15:35,GOOD,56.8168,-160.225,48,153,5,23,5.59499,2018,Pseudocalanus spp.
DY18-06 24 1 20BON 1,1656.0456,3.21933446,72,DY18-06,16,20BON,5/16/2018 18:17,GOOD,56.5798,-161.0178,61,153,5,24,13.60349,2018,Pseudocalanus spp.
DY18-06 25 1 20BON 1,5076.9939,3.705692175,71,DY18-06,16,20BON,5/16/2018 20:18,GOOD,56.9188,-160.8405,60,153,5,25,11.39572,2018,Pseudocalanus spp.
DY18-06 26 1 20BON 1,3416.618,3.533723518,67,DY18-06,16,20BON,5/16/2018 22:21,GOOD,57.2583,-160.6655,56,153,5,26,9.96541,2018,Pseudocalanus spp.
DY18-06 27 1 20BON 1,5203.8867,3.71641128,58,DY18-06,17,20BON,5/17/2018 0:32,GOOD,57.6043,-160.5195,48,153,5,27,9.59283,2018,Pseudocalanus spp.
DY18-06 29 2 20BON 1,2775.6803,3.443525879,61,DY18-06,17,20BON,5/17/2018 4:57,GOOD,57.3588,-161.2772,50,153,5,29,10.32972,2018,Pseudocalanus spp.
DY18-06 30 1 20BON 1,3846.662,3.585196914,72,DY18-06,17,20BON,5/17/2018 7:00,GOOD,57.0198,-161.4537,60,153,5,30,15.97229,2018,Pseudocalanus spp.
DY18-06 31 2 20BON 1,5223.2887,3.718027169,82,DY18-06,17,20BON,5/17/2018 9:42,GOOD,56.6857,-161.6303,69,153,5,31,10.04731,2018,Pseudocalanus spp.
DY18-06 35 1 20BON 1,6066.7454,3.78302735,72,DY18-06,17,20BON,5/17/2018 22:24,GOOD,56.779,-162.2433,60,153,5,35,13.91222,2018,Pseudocalanus spp.
DY18-06 36 1 20BON 1,6967.2861,3.843125973,56,DY18-06,18,20BON,5/18/2018 0:29,GOOD,57.121,-162.068,45,153,5,36,9.1123,2018,Pseudocalanus spp.
DY18-06 43 2 20BON 1,8094.7097,3.908254927,56,DY18-06,18,20BON,5/18/2018 16:23,GOOD,57.2202,-162.6817,44,153,5,43,8.25428,2018,Pseudocalanus spp.
DY18-06 44 2 20BON 1,4257.7447,3.629281606,66,DY18-06,18,20BON,5/18/2018 18:46,GOOD,56.8828,-162.8498,55,153,5,44,12.80678,2018,Pseudocalanus spp.
DY18-06 45 1 20BON 1,5237.0431,3.719169068,79,DY18-06,18,20BON,5/18/2018 20:49,GOOD,56.54231,-163.0238,68,153,5,45,15.37256,2018,Pseudocalanus spp.
DY18-06 49 1 20BON 1,3222.4653,3.508322999,92,DY18-06,19,20BON,5/19/2018 5:30,GOOD,55.9688,-163.97395,80,153,5,49,18.43061,2018,Pseudocalanus spp.
DY18-06 50 1 20BON 1,2630.2192,3.42015703,86,DY18-06,19,20BON,5/19/2018 7:25,GOOD,56.3058,-163.8002,75,153,5,50,16.64348,2018,Pseudocalanus spp.
DY18-06 51 1 20BON 1,5122.7375,3.709586872,77,DY18-06,19,20BON,5/19/2018 9:21,GOOD,56.6437,-163.6287,68,153,5,51,12.79316,2018,Pseudocalanus spp.
DY18-06 52 1 20BON 1,19401.2448,4.28785198,67,DY18-06,19,20BON,5/19/2018 11:21,GOOD,56.9835,-163.458,55,153,5,52,10.39939,2018,Pseudocalanus spp.
DY18-06 58 1 20BON 1,11399.3032,4.056916402,56,DY18-06,19,20BON,5/19/2018 23:47,GOOD,57.4217,-163.901,44,153,5,58,8.6686,2018,Pseudocalanus spp.
DY18-06 59 1 20BON 1,9455.0097,3.975707909,67,DY18-06,20,20BON,5/20/2018 1:40,GOOD,57.0818,-164.0668,57,153,5,59,10.26165,2018,Pseudocalanus spp.
DY18-06 60 1 20BON 1,3478.792,3.541553285,73,DY18-06,20,20BON,5/20/2018 3:34,GOOD,56.7437,-164.2353,62,153,5,60,9.8241,2018,Pseudocalanus spp.
DY18-06 61 3 20BON 1,2148.7905,3.332396139,84,DY18-06,20,20BON,5/20/2018 6:12,GOOD,56.4085,-164.4015,71,153,5,61,14.83253,2018,Pseudocalanus spp.
DY18-06 62 1 20BON 1,5280.2244,3.722734621,93,DY18-06,20,20BON,5/20/2018 8:24,GOOD,56.0662,-164.5748,84,153,5,62,17.21139,2018,Pseudocalanus spp.
DY18-06 63 1 20BON 1,1659.4195,3.220217825,98,DY18-06,20,20BON,5/20/2018 10:35,GOOD,55.7268,-164.7453,85,153,5,63,12.4188,2018,Pseudocalanus spp.
DY18-06 67 1 20BON 1,1192.981,3.076997416,105,DY18-06,20,20BON,5/20/2018 20:42,GOOD,55.821,-165.3443,94,153,5,67,14.37743,2018,Pseudocalanus spp.
DY18-06 68 1 20BON 1,6244.5915,3.795573575,93,DY18-06,20,20BON,5/20/2018 22:46,GOOD,56.162,-165.1718,84,153,5,68,13.77448,2018,Pseudocalanus spp.
DY18-06 69 1 20BON 1,4957.2075,3.695324698,79,DY18-06,21,20BON,5/21/2018 0:52,GOOD,56.5052,-165.0073,70,153,5,69,12.83077,2018,Pseudocalanus spp.
DY18-06 70 1 20BON 1,3211.2817,3.506813624,72,DY18-06,21,20BON,5/21/2018 2:55,GOOD,56.8437,-164.8387,62,153,5,70,10.60262,2018,Pseudocalanus spp.
DY18-06 71 1 20BON 1,10202.3081,4.008741001,67,DY18-06,21,20BON,5/21/2018 5:08,GOOD,57.1832,-164.6753,56,153,5,71,11.0717,2018,Pseudocalanus spp.
DY18-06 72 1 20BON 1,15114.5126,4.17942288,60,DY18-06,21,20BON,5/21/2018 7:13,GOOD,57.5218,-164.5108,49,153,5,72,9.95917,2018,Pseudocalanus spp.
DY18-06 79 1 20BON 1,9456.438,3.975773503,62,DY18-06,21,20BON,5/21/2018 22:28,GOOD,57.6218,-165.1157,51,153,5,79,9.71867,2018,Pseudocalanus spp.
DY18-06 80 2 20BON 1,6346.0436,3.802571482,69,DY18-06,22,20BON,5/22/2018 0:47,GOOD,57.2837,-165.2792,56,153,5,80,12.70713,2018,Pseudocalanus spp.
DY18-06 81 1 20BON 1,4646.2449,3.667195559,73,DY18-06,22,20BON,5/22/2018 2:47,GOOD,56.9433,-165.441,61,153,5,81,12.34201,2018,Pseudocalanus spp.
DY18-06 82 1 20BON 1,1486.9934,3.172601005,78,DY18-06,22,20BON,5/22/2018 4:44,GOOD,56.6058,-165.6075,66,153,5,82,16.09691,2018,Pseudocalanus spp.
DY18-06 83 1 20BON 1,1701.9343,3.231197893,93,DY18-06,22,20BON,5/22/2018 6:47,GOOD,56.2658,-165.7723,82,153,5,83,22.26173,2018,Pseudocalanus spp.
DY18-06 92 1 20BON 1,3451.3894,3.538119775,101,DY18-06,23,20BON,5/23/2018 6:19,GOOD,56.3678,-166.3632,89,153,5,92,17.13397,2018,Pseudocalanus spp.
DY18-06 93 1 20BON 1,3653.7551,3.562858281,80,DY18-06,23,20BON,5/23/2018 8:15,GOOD,56.7058,-166.2033,69,153,5,93,11.00019,2018,Pseudocalanus spp.
DY18-06 94 1 20BON 1,3038.1997,3.482759238,73,DY18-06,23,20BON,5/23/2018 10:14,GOOD,57.0448,-166.0332,64,153,5,94,11.19967,2018,Pseudocalanus spp.
DY18-06 95 2 20BON 1,9231.5529,3.965321805,68,DY18-06,23,20BON,5/23/2018 12:29,GOOD,57.3827,-165.8788,57,153,5,95,13.15351,2018,Pseudocalanus spp.
DY18-06 96 1 20BON 1,7567.8864,3.879031987,63,DY18-06,23,20BON,5/23/2018 14:25,GOOD,57.7227,-165.72,53,153,5,96,12.68518,2018,Pseudocalanus spp.
DY19-04 10 2 20BON 2,6662.3874,3.823695063,70,DY19-04,24,20BON,4/24/2019 5:58,GOOD,56.9435,-163.8382,59,153,4,10,5.74146,2019,Pseudocalanus spp.
DY19-04 11 2 20BON 1,6738.1312,3.828603911,68,DY19-04,24,20BON,4/24/2019 8:03,GOOD,57.0237,-164.2115,59,153,4,11,11.54979,2019,Pseudocalanus spp.
DY19-04 12 2 CALVET 1,0,0,74,DY19-04,24,CALVET,4/24/2019 10:33,GOOD,56.8458,-164.0592,58,53,4,12,6.27513,2019,Pseudocalanus spp.
DY19-04 12 3 CALVET 1,0,0,74,DY19-04,24,CALVET,4/24/2019 11:00,GOOD,56.84,-164.0503,60,53,4,12,5.56318,2019,Pseudocalanus spp.
DY19-04 12 4 CALVET 1,0,0,74,DY19-04,24,CALVET,4/24/2019 11:25,GOOD,56.8343,-164.0422,59,53,4,12,2.96993,2019,Pseudocalanus spp.
DY19-04 12 4 CALVET 2,0,0,74,DY19-04,24,CALVET,4/24/2019 11:25,GOOD,56.8343,-164.0422,59,53,4,12,2.77222,2019,Pseudocalanus spp.
DY19-04 13 2 20BON 1,4863.6467,3.687051305,72,DY19-04,24,20BON,4/24/2019 19:13,GOOD,56.8738,-164.0645,63,153,4,13,13.05358,2019,Pseudocalanus spp.
DY19-04 24 2 20BON 1,1813.9469,3.258863923,68,DY19-04,27,20BON,4/27/2019 19:01,GOOD,59.2487,-170.4123,56,153,4,24,12.13707,2019,Pseudocalanus spp.
DY19-04 25 2 20BON 1,623.7805,2.795727466,71,DY19-04,27,20BON,4/27/2019 21:17,GOOD,58.9485,-170.322,57,153,4,25,10.92692,2019,Pseudocalanus spp.
DY19-04 26 2 20BON 1,1631.3838,3.212822276,72,DY19-04,27,20BON,4/27/2019 23:44,GOOD,58.6172,-170.2715,63,153,4,26,14.20144,2019,Pseudocalanus spp.
DY19-04 27 2 20BON 1,589.0417,2.770882706,72,DY19-04,28,20BON,4/28/2019 2:09,GOOD,58.2817,-170.0878,61,153,4,27,14.45059,2019,Pseudocalanus spp.
DY19-04 28 2 20BON 1,412.563,2.616541677,70,DY19-04,28,20BON,4/28/2019 4:25,GOOD,58.0452,-169.6705,59,153,4,28,12.87561,2019,Pseudocalanus spp.
DY19-04 29 2 20BON 1,2408.2549,3.381882751,63,DY19-04,28,20BON,4/28/2019 6:59,GOOD,57.7725,-169.2022,52,153,4,29,9.92143,2019,Pseudocalanus spp.
DY19-04 30 2 20BON 1,1644.0124,3.216169176,71,DY19-04,28,20BON,4/28/2019 8:42,GOOD,57.9227,-168.9928,61,153,4,30,13.77433,2019,Pseudocalanus spp.
DY19-04 31 1 CALVET 1,0,0,72,DY19-04,28,CALVET,4/28/2019 9:40,GOOD,57.8777,-168.8773,63,53,4,31,3.68161,2019,Pseudocalanus spp.
DY19-04 31 1 CALVET 2,0,0,72,DY19-04,28,CALVET,4/28/2019 9:40,GOOD,57.8777,-168.8773,63,53,4,31,3.44575,2019,Pseudocalanus spp.
DY19-04 31 2 CALVET 1,0,0,72,DY19-04,28,CALVET,4/28/2019 10:08,GOOD,57.8843,-168.8682,64,53,4,31,6.17472,2019,Pseudocalanus spp.
DY19-04 31 3 CALVET 1,0,0,72,DY19-04,28,CALVET,4/28/2019 10:31,GOOD,57.885,-168.8642,66,53,4,31,5.31626,2019,Pseudocalanus spp.
DY19-04 31 5 20BON 1,2395.0847,3.379502166,72,DY19-04,28,20BON,4/28/2019 11:01,GOOD,57.8905,-168.8438,61,153,4,31,17.63612,2019,Pseudocalanus spp.
DY19-04 32 2 20BON 2,1672.2073,3.223549751,72,DY19-04,28,20BON,4/28/2019 12:26,GOOD,57.7727,-168.645,61,153,4,32,8.62413,2019,Pseudocalanus spp.
DY19-04 34 2 20BON 1,2435.7469,3.386810422,72,DY19-04,28,20BON,4/28/2019 23:02,GOOD,57.6008,-168.6937,62,153,4,34,14.50397,2019,Pseudocalanus spp.
DY19-04 35 2 20BON 2,3031.7643,3.481838659,72,DY19-04,29,20BON,4/29/2019 0:21,GOOD,57.526,-168.5953,63,153,4,35,8.19061,2019,Pseudocalanus spp.
DY19-04 36 2 20BON 1,4988.5557,3.698061875,72,DY19-04,29,20BON,4/29/2019 2:31,GOOD,57.4975,-167.9782,61,153,4,36,13.19595,2019,Pseudocalanus spp.
DY19-04 38 2 20BON 1,3584.0378,3.554493739,72,DY19-04,29,20BON,4/29/2019 5:18,GOOD,57.4977,-167.3367,60,153,4,38,7.85706,2019,Pseudocalanus spp.
DY19-04 40 2 20BON 1,4439.4236,3.647424402,70,DY19-04,29,20BON,4/29/2019 8:06,GOOD,57.426,-166.8055,61,153,4,40,11.87902,2019,Pseudocalanus spp.
DY19-04 42 2 20BON 1,5045.6189,3.70300051,70,DY19-04,29,20BON,4/29/2019 11:05,GOOD,57.323,-166.3077,60,153,4,42,15.3226,2019,Pseudocalanus spp.
DY19-04 44 2 20BON 1,2386.033,3.377858423,70,DY19-04,29,20BON,4/29/2019 13:43,GOOD,57.2672,-165.7355,61,153,4,44,11.15827,2019,Pseudocalanus spp.
DY19-04 46 2 20BON 1,4242.5885,3.627733264,73,DY19-04,29,20BON,4/29/2019 16:24,GOOD,56.9967,-165.3712,62,153,4,46,5.79269,2019,Pseudocalanus spp.
DY19-04 48 2 20BON 1,3234.6608,3.509962987,72,DY19-04,29,20BON,4/29/2019 19:26,GOOD,56.911,-164.8307,61,153,4,48,4.86728,2019,Pseudocalanus spp.
DY19-04 51 2 20BON 1,3010.3577,3.478762346,72,DY19-04,30,20BON,4/30/2019 19:18,GOOD,56.866,-164.0505,62,153,4,51,14.23703,2019,Pseudocalanus spp.
DY19-04 51 4 CALVET 1,0,0,73,DY19-04,30,CALVET,4/30/2019 20:43,GOOD,56.8607,-164.0445,58,53,4,51,2.14875,2019,Pseudocalanus spp.
DY19-04 51 4 CALVET 2,0,0,73,DY19-04,30,CALVET,4/30/2019 20:43,GOOD,56.8607,-164.0445,58,53,4,51,2.05215,2019,Pseudocalanus spp.
DY19-04 51 5 CALVET 1,0,0,72,DY19-04,30,CALVET,4/30/2019 21:20,GOOD,56.8607,-164.0445,61,53,4,51,2.44985,2019,Pseudocalanus spp.
DY19-04 51 5 CALVET 2,0,0,72,DY19-04,30,CALVET,4/30/2019 21:20,GOOD,56.8607,-164.0445,61,53,4,51,2.14708,2019,Pseudocalanus spp.
DY19-04 51 6 CALVET 1,0,0,73,DY19-04,30,CALVET,4/30/2019 21:43,GOOD,56.8607,-164.0445,61,53,4,51,2.27192,2019,Pseudocalanus spp.
DY19-04 51 6 CALVET 2,0,0,73,DY19-04,30,CALVET,4/30/2019 21:43,GOOD,56.8607,-164.0445,61,53,4,51,2.33954,2019,Pseudocalanus spp.
DY19-04 8 2 20BON 1,3062.4533,3.486211264,74,DY19-04,24,20BON,4/24/2019 0:49,GOOD,56.76,-164.3448,67,153,4,8,15.04676,2019,Pseudocalanus spp.
DY19-04 9 2 20BON 1,4492.2748,3.65256298,75,DY19-04,24,20BON,4/24/2019 3:30,GOOD,56.6592,-163.8785,61,153,4,9,12.41291,2019,Pseudocalanus spp.
DY21-03 13 2 20BON 1,1734.8859,3.239521176,71,DY21-03,7,20BON,5/7/2021 14:44,GOOD,57.2665,-165.7335,60,153,5,13,21.24866,2021,Pseudocalanus spp.
DY21-03 15 2 20BON 1,2365.043,3.374022633,70,DY21-03,7,20BON,5/7/2021 17:44,GOOD,57.3293,-166.315,60,153,5,15,13.53041,2021,Pseudocalanus spp.
DY21-03 17 2 20BON 1,1087.0714,3.036657395,70,DY21-03,7,20BON,5/7/2021 21:45,GOOD,57.434,-166.8077,59,153,5,17,17.26964,2021,Pseudocalanus spp.
DY21-03 19 2 20BON 1,1987.2625,3.298473721,72,DY21-03,8,20BON,5/8/2021 1:49,GOOD,57.5007,-167.342,61,153,5,19,18.03486,2021,Pseudocalanus spp.
DY21-03 2 2 20BON 1,1642.7857,3.215845198,69,DY21-03,5,20BON,5/5/2021 7:14,GOOD,56.9442,-163.8512,59,153,5,2,9.81747,2021,Pseudocalanus spp.
DY21-03 21 2 20BON 1,1357.4689,3.1330497,72,DY21-03,8,20BON,5/8/2021 4:48,GOOD,57.5075,-167.9645,61,153,5,21,15.65266,2021,Pseudocalanus spp.
DY21-03 23 2 20BON 1,1642.0955,3.215662806,72,DY21-03,8,20BON,5/8/2021 7:57,GOOD,57.5307,-168.6153,61,153,5,23,17.92831,2021,Pseudocalanus spp.
DY21-03 24 2 20BON 1,615.8626,2.79018844,70,DY21-03,8,20BON,5/8/2021 10:07,GOOD,57.658,-169.0112,59,153,5,24,14.65262,2021,Pseudocalanus spp.
DY21-03 25 2 20BON 1,518.5829,2.71565485,71,DY21-03,8,20BON,5/8/2021 12:50,GOOD,57.7753,-168.4727,61,153,5,25,19.00564,2021,Pseudocalanus spp.
DY21-03 26 2 20BON 1,622.6475,2.794939186,71,DY21-03,8,20BON,5/8/2021 15:13,GOOD,58.0708,-168.7227,61,153,5,26,21.24263,2021,Pseudocalanus spp.
DY21-03 27 2 CALVET 1,0,0,72,DY21-03,8,CALVET,5/8/2021 23:30,GOOD,57.8655,-168.8888,63,53,5,27,5.64727,2021,Pseudocalanus spp.
DY21-03 27 3 CALVET 1,0,0,72,DY21-03,8,CALVET,5/8/2021 23:48,GOOD,57.8677,-168.888,64,53,5,27,4.28338,2021,Pseudocalanus spp.
DY21-03 27 4 CALVET 1,0,0,71,DY21-03,9,CALVET,5/9/2021 0:24,GOOD,57.8695,-168.8908,67,53,5,27,5.46064,2021,Pseudocalanus spp.
DY21-03 27 5 20BON 1,378.8274,2.579586291,72,DY21-03,9,20BON,5/9/2021 0:43,GOOD,57.8717,-168.8788,62,153,5,27,19.03417,2021,Pseudocalanus spp.
DY21-03 28 2 20BON 1,393.6265,2.596186246,67,DY21-03,9,20BON,5/9/2021 2:47,GOOD,57.9318,-169.3082,58,153,5,28,12.60078,2021,Pseudocalanus spp.
DY21-03 29 2 20BON 1,498.2703,2.698335732,71,DY21-03,9,20BON,5/9/2021 4:50,GOOD,58.0468,-169.6468,61,153,5,29,15.84147,2021,Pseudocalanus spp.
DY21-03 3 2 20BON 1,800.5729,2.903943026,69,DY21-03,5,20BON,5/5/2021 9:16,GOOD,57.0213,-164.2218,59,153,5,3,12.87078,2021,Pseudocalanus spp.
DY21-03 31 2 20BON 1,598.5267,2.777808529,73,DY21-03,9,20BON,5/9/2021 7:56,GOOD,58.2837,-170.0863,62,153,5,31,13.34477,2021,Pseudocalanus spp.
DY21-03 33 2 20BON 1,600.5586,2.77927794,73,DY21-03,9,20BON,5/9/2021 11:18,GOOD,58.6207,-170.2758,63,153,5,33,13.56959,2021,Pseudocalanus spp.
DY21-03 35 2 20BON 1,1139.9605,3.057270609,71,DY21-03,9,20BON,5/9/2021 14:11,GOOD,58.954,-170.322,61,153,5,35,12.46359,2021,Pseudocalanus spp.
DY21-03 37 2 20BON 1,475.6758,2.678223104,68,DY21-03,9,20BON,5/9/2021 20:43,GOOD,59.2505,-170.4057,58,153,5,37,13.54424,2021,Pseudocalanus spp.
DY21-03 4 2 20BON 1,1507.52,3.178551072,75,DY21-03,5,20BON,5/5/2021 11:36,GOOD,56.7718,-164.3337,64,153,5,4,13.83995,2021,Pseudocalanus spp.
DY21-03 5 2 20BON 1,2566.3772,3.40948968,76,DY21-03,5,20BON,5/5/2021 14:15,GOOD,56.6578,-163.8557,67,153,5,5,13.26695,2021,Pseudocalanus spp.
DY21-03 6 2 20BON 1,485.0263,2.686659771,72,DY21-03,5,20BON,5/5/2021 16:52,GOOD,56.873,-164.0645,61,153,5,6,11.61174,2021,Pseudocalanus spp.
DY21-03 6 5 CALVET 1,0,0,72,DY21-03,5,CALVET,5/5/2021 18:02,GOOD,56.8725,-164.0818,63,53,5,6,6.05149,2021,Pseudocalanus spp.
